id;anzahl_sitze;erstzulassung;farbe;feinstaubplakette;getriebe;hubraum;karosserieform;km;kraftstoff;leistung_ps;marke;modell;preis;schadstoffklasse;tueren
volkswagen-t-roc-sport-2-0-tsi-dsg-4-motion-black-style-kamera-1-benzin-schwarz-4c813a82-770b-4d3d-82f7-3ca316805320;5.0;2020.0;Schwarz;4 (Grün);Automatik;1984.0;SUV/Geländewagen/Pickup;10.0;Super 95;190.0;Volkswagen;T-Roc;30495.0;Euro 6d-TEMP;5.0
volkswagen-t-roc-sport-2-0-tsi-dsg-4-motion-black-style-pano-kamer-benzin-weiss-032bef65-8418-4203-95cd-0573740f6a0c;5.0;2020.0;Weiß;4 (Grün);Automatik;1984.0;SUV/Geländewagen/Pickup;10.0;Super 95;190.0;Volkswagen;T-Roc;31845.0;Euro 6d-TEMP;5.0
volkswagen-t-roc-sport-2-0-tsi-dsg-4-motion-black-style-pano-kamer-benzin-grau-88b602ad-f77a-4340-8bf6-66c870a4463a;5.0;2020.0;Grau;4 (Grün);Automatik;1984.0;SUV/Geländewagen/Pickup;10.0;Super 95;190.0;Volkswagen;T-Roc;32945.0;Euro 6d-TEMP;5.0
volkswagen-t-roc-sport-2-0-tsi-dsg-4-motion-black-style-kamera-1-benzin-rot-481f4321-1318-4e04-930f-7e8d7acc4991;5.0;2020.0;Rot;4 (Grün);Automatik;1984.0;SUV/Geländewagen/Pickup;10.0;Super 95;190.0;Volkswagen;T-Roc;30695.0;Euro 6d-TEMP;5.0
volkswagen-t-roc-sport-2-0-tsi-dsg-4-motion-black-style-pano-kamer-benzin-schwarz-6df49a46-7239-4e91-aae7-ba1028b83710;5.0;2020.0;Schwarz;4 (Grün);Automatik;1984.0;SUV/Geländewagen/Pickup;10.0;Super 95;190.0;Volkswagen;T-Roc;32345.0;Euro 6d-TEMP;5.0
mercedes-benz-e-220-d-t-avantgarde-werksgarantie-diesel-schwarz-b70fda23-c042-4dbb-84df-0c4d8c8ecaaf;5.0;2019.0;Schwarz;4 (Grün);Automatik;1950.0;Kombi;18450.0;Diesel (Rußpartikelfilter);194.0;Mercedes-Benz;E 220;32750.0;Euro 6;5.0
volkswagen-transporter-t6-1-pritsche-doka-2-0-tdi-bmt-lr-bluetooth-cli-diesel-grau-20f8eb60-e0c4-4fc6-bf41-f6b3c6797ef3;6.0;2020.0;Grau;4 (Grün);Schaltgetriebe;1968.0;;10.0;Diesel (Rußpartikelfilter);110.0;Volkswagen;Transporter;27495.0;Euro 6d-TEMP;4.0
bmw-x2-sdrive18d-m-sport-el-heckkl-led-navi-19-diesel-weiss-7d1dc3fa-4827-48da-a6a5-64516a78614a;5.0;2019.0;Weiß;4 (Grün);Automatik;1995.0;SUV/Geländewagen/Pickup;3296.0;Diesel (Rußpartikelfilter);150.0;BMW;X2;33800.0;Euro 6;5.0
hyundai-i30-1-4-t-gdi-n-line-teilleder-led-automatik-benzin-weiss-30a57924-7dba-40e5-bf3b-0cb4615027d8;5.0;;Weiß;Keine;Automatik;1353.0;Limousine;;Super E10 95 / Super 95 (Rußpartikelfilter);140.0;Hyundai;i30;24989.0;Euro 6;5.0
bmw-x7-m-50ia-upe-129-700-ahk-standhzg-sd-hifi-dab-benzin-weiss-966f1624-cd37-4bb9-bfe2-85ef8bb1f226;6.0;2019.0;Weiß;4 (Grün);Automatik;4395.0;SUV/Geländewagen/Pickup;8796.0;Super 95 (Rußpartikelfilter);530.0;BMW;X7 M;98490.0;Euro 6;5.0
bmw-x2-20dax-upe-58-700-m-sportpaket-leder-head-up-diesel-schwarz-8633ccd8-5085-4dde-a1ab-c8d40b97aa41;5.0;2019.0;Schwarz;4 (Grün);Automatik;1995.0;SUV/Geländewagen/Pickup;16696.0;Diesel (Rußpartikelfilter);190.0;BMW;X2;38830.0;Euro 6;5.0
bmw-x3-20dax-m-sportpaket-ahk-sd-r-kamera-led-diesel-weiss-2e382eb8-4a5d-444c-88a8-7df35283d3ac;5.0;2017.0;Weiß;4 (Grün);Automatik;1995.0;SUV/Geländewagen/Pickup;48447.0;Diesel (Rußpartikelfilter);190.0;BMW;X3;35840.0;Euro 6;5.0
bmw-320-da-vollausstattung-m-sportpaket-standheizung-diesel-blau-4f299caa-7512-436a-bdaf-9f0ddae9768f;5.0;2019.0;Blau;4 (Grün);Automatik;1995.0;Limousine;34496.0;Diesel (Rußpartikelfilter);190.0;BMW;320;36530.0;Euro 6;4.0
bmw-x1-18ds-m-sportpaket-ahk-navi-led-18-lmr-diesel-grau-bd2b32d0-a107-43e2-8a5c-67211d3cd308;5.0;2019.0;Grau;4 (Grün);Schaltgetriebe;1995.0;SUV/Geländewagen/Pickup;3696.0;Diesel (Rußpartikelfilter);150.0;BMW;X1;31420.0;Euro 6;5.0
bmw-x6-m-50ia-upe-129-700-standhzg-bowers-wilkins-benzin-schwarz-5d3b5843-22ca-4f6b-af11-45d16bad45d7;5.0;2019.0;Schwarz;4 (Grün);Automatik;4395.0;SUV/Geländewagen/Pickup;17096.0;Super 95 (Rußpartikelfilter);530.0;BMW;X6 M;96840.0;Euro 6;5.0
mini-cooper-s-clubman-all4-navi-prof-edc-klimaaut-benzin-blau-d4856d55-d9bf-427d-8a24-2cff22099019;5.0;2016.0;Blau;4 (Grün);Schaltgetriebe;1998.0;Kombi;47376.0;Super 95;192.0;MINI;Cooper S;19900.0;Euro 6;5.0
bmw-x5-m-50d-pano-ahk-standhz-21-laserlicht-drasspro-diesel-blau-99e55101-5e4a-4d81-9888-b6ec55facb3c;5.0;2019.0;Blau;4 (Grün);Automatik;2993.0;SUV/Geländewagen/Pickup;13031.0;Diesel (Rußpartikelfilter);400.0;BMW;X5 M;76600.0;Euro 6;5.0
bmw-i3-120-ah-125kw-navi-prof-klimaaut-pdc-elektro-schwarz-d8085046-d7da-414c-aa2c-07ad84698122;4.0;;Schwarz;4 (Grün);Automatik;;Limousine;;Strom;170.0;BMW;i3;48740.0;Euro 6;5.0
audi-a6-avant-2-0-tdi-ultra-xenon-navi-kamera-ahk-diesel-schwarz-5c6cfd85-cb27-49b9-991e-239ded3f387a;5.0;2017.0;Schwarz;4 (Grün);Automatik;1968.0;Kombi;131000.0;Diesel (Rußpartikelfilter);190.0;Audi;A6;23999.0;Euro 6;4.0
seat-alhambra-2-0-tdi-sport-7-sitze-navi-ahk-xenon-diesel-schwarz-9351275e-bf0e-421d-a9fa-961a748aa42e;7.0;2014.0;Schwarz;4 (Grün);Automatik;1968.0;Van/Kleinbus;71189.0;Diesel (Rußpartikelfilter);177.0;SEAT;Alhambra;18890.0;Euro 6;5.0
volkswagen-touareg-4-0-v8-tdi-r-line-4motion-diesel-weiss-ffe098fa-00bf-4dcc-bdcf-5c990e5a799d;5.0;2019.0;Weiß;4 (Grün);Automatik;3956.0;SUV/Geländewagen/Pickup;9328.0;Diesel (Rußpartikelfilter);421.0;Volkswagen;Touareg;87890.0;Euro 6;5.0
mercedes-benz-a-220-4matic-night-mbux-led-360kamera-sportsitz-amg-lin-benzin-grau-5e60ff4f-3cd9-4575-bc64-7340d1a371b8;5.0;2019.0;Grau;4 (Grün);Automatik;1991.0;Limousine;14100.0;Benzin;190.0;Mercedes-Benz;A 220;37990.0;Euro 6;4.0
mercedes-benz-e-450-4matic-coupe-amg-line-comand-pano-dach-di-led-benzin-silber-6f2555a2-7418-4c26-9dda-aee9dd548653;4.0;2018.0;Silber;4 (Grün);Automatik;2996.0;Coupé;4400.0;Benzin;367.0;Mercedes-Benz;E 450;59990.0;Keine;2.0
mercedes-benz-gla-220-d-amg-line-comand-360kamera-park-paket-styling-diesel-schwarz-72902de6-b5e4-4ac9-bca4-80822573dd2e;5.0;2018.0;Schwarz;4 (Grün);Automatik;2143.0;SUV/Geländewagen/Pickup;76450.0;Diesel (Rußpartikelfilter);177.0;Mercedes-Benz;GLA 220;23990.0;Euro 6;5.0
mercedes-benz-a-200-amg-line-night-mbux-led-parktronic-spurhal-navi-benzin-schwarz-07a3399a-46a2-40c7-a888-3ed74ff6826d;5.0;2019.0;Schwarz;4 (Grün);Schaltgetriebe;1332.0;Limousine;11200.0;Super 95 (Rußpartikelfilter);163.0;Mercedes-Benz;A 200;33260.0;Euro 6;4.0
mercedes-benz-c-200-avantgarde-acc-navi-kamera-2xpdc-6d-temp-benzin-gruen-e0f92695-7fd4-4cb1-bdac-35d4f4bebd98;5.0;2019.0;Grün;4 (Grün);Automatik;1497.0;Limousine;11472.0;Super 95;184.0;Mercedes-Benz;C 200;28950.0;Euro 6d-TEMP;4.0
bmw-x4-m-40i-da-hud-standhzg-pano-ahk-21-benzin-rot-8833f612-e54b-4ce1-a22e-9eb24afd589d;5.0;2019.0;Rot;4 (Grün);Automatik;2998.0;SUV/Geländewagen/Pickup;17996.0;Super 95 (Rußpartikelfilter);354.0;BMW;X4 M;57570.0;Euro 6;5.0
hyundai-i10-1-0-intro-navi-automatik-shz-benzin-schwarz-8c6844d4-a383-450f-a2ae-a07af1eb09b9;5.0;;Schwarz;Keine;Automatik;998.0;Limousine;;Super E10 95 / Super 95;67.0;Hyundai;i10;15489.0;Euro 6;5.0
volkswagen-golf-variant-vii-variant-allstar-1-6-tdi-dsg-xenon-navi-diesel-schwarz-ace1f5aa-710c-4557-9e0c-b58182dcded5;5.0;2016.0;Schwarz;4 (Grün);Automatik;1598.0;Kombi;141948.0;Diesel (Rußpartikelfilter);110.0;Volkswagen;Golf Variant;11299.0;Euro 6;5.0
hyundai-i30-1-4-yes-navi-bluetooth-pdc-shz-benzin-schwarz-cbd6c448-5cea-4e1d-96d0-75aa764f8e6e;5.0;;Schwarz;Keine;Schaltgetriebe;1368.0;Kombi;;Super E10 95 / Super 95;99.0;Hyundai;i30;18299.0;Euro 6;5.0
bmw-x6-m-50d-ina-upe-128-200-ahk-standhzg-schiebedach-diesel-grau-a8389d77-4693-4439-8884-04dd405e0362;5.0;2019.0;Grau;4 (Grün);Automatik;2993.0;SUV/Geländewagen/Pickup;15696.0;Diesel (Rußpartikelfilter);400.0;BMW;X6 M;96980.0;Euro 6;5.0
bmw-530-dax-m-sportpaket-ahk-naviprof-head-up-led-diesel-blau-66f0bd8e-5164-4343-b25a-769abe80bb4e;5.0;2017.0;Blau;4 (Grün);Automatik;2993.0;Limousine;78440.0;Diesel (Rußpartikelfilter);265.0;BMW;530;38450.0;Euro 6;4.0
bmw-420-d-coupe-m-sport-sport-aut-navi-business-pdc-diesel-schwarz-d4680a16-e52a-477c-b1ea-1561814c6064;4.0;2017.0;Schwarz;4 (Grün);Automatik;1995.0;Coupé;49009.0;Diesel (Rußpartikelfilter);190.0;BMW;420;26900.0;Euro 6;2.0
bmw-520-d-touring-m-sportpaket-innovationsp-panorama-diesel-schwarz-77ee44ad-da76-454a-b6bf-8b6283170501;5.0;2019.0;Schwarz;4 (Grün);Automatik;1995.0;Kombi;8389.0;Diesel (Rußpartikelfilter);190.0;BMW;520;48490.0;Euro 6;5.0
mini-cooper-klimaaut-komfortzugang-sportsitze-pdc-benzin-weiss-bc96ab45-2a0c-4068-94d9-d4ab085a73ca;5.0;;Weiß;4 (Grün);Automatik;1499.0;Limousine;;Super E10 95 / Super 95 (Rußpartikelfilter);136.0;MINI;Cooper;28450.0;Euro 6;5.0
abarth-595-1-4-tjet-169mtl-navi-carplay-pdc-17-zoll-benzin-schwarz-33f1f1dd-a5af-43e5-beff-759fc70847d0;4.0;2020.0;Schwarz;4 (Grün);Schaltgetriebe;1368.0;Kleinwagen;99.0;Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98;145.0;Abarth;595;18990.0;Euro 6d-TEMP;3.0
opel-astra-k-sportstourer-1-4-turbo-innovation-led-navi-17a-blau-94814ed2-9d03-49a7-8831-949bc13a6739;5.0;2016.0;Blau;4 (Grün);Schaltgetriebe;1998.0;Kombi;37150.0;Super Plus 98;150.0;Opel;Astra;14999.0;Euro 6;5.0
jeep-grand-cherokee-overl-summit-panoramasd-acc-diesel-schwarz-32bc36be-799b-47be-8e40-d4982ef3f59d;5.0;2015.0;Schwarz;4 (Grün);Automatik;2987.0;SUV/Geländewagen/Pickup;189000.0;Diesel (Rußpartikelfilter);250.0;Jeep;Grand Cherokee;22888.0;Euro 5;5.0
ford-kuga-4x4-st-line-ahk-panorama-6-jahre-qualitaetsvers-diesel-grau-54d4b508-96b6-4d83-99bf-ecc8cd001fe0;5.0;2020.0;Grau;4 (Grün);Automatik;1997.0;SUV/Geländewagen/Pickup;10575.0;Diesel (Rußpartikelfilter);179.0;Ford;Kuga;27975.0;Euro 6d-TEMP;5.0
jeep-wrangler-jl-unlimited-2-0-t-gdi-rubicon-489mtl-4x4-navi-benzin-grau-f039654c-7cc5-40f0-a27e-eb9c16b7c598;4.0;;Grau;4 (Grün);Automatik;1995.0;SUV/Geländewagen/Pickup;129.0;Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98 (Rußpartikelfilter);271.0;Jeep;Wrangler;57990.0;Euro 6d-TEMP;5.0
abarth-595c-1-4-tjet-179mtl-turismo-navi-leder-beats-klimaau-benzin-grau-53df9921-b0eb-4168-adb0-d76bf2e30b99;4.0;2016.0;Grau;4 (Grün);Schaltgetriebe;1368.0;Cabrio;25266.0;Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98;165.0;Abarth;595C;15490.0;Euro 6;2.0
abarth-595-turismo-1-4-tjet-209mtl-navi-autom-pdc-xenon-17-zoll-benzin-weiss-51cacc89-a2e2-428b-bc22-811b07898b36;4.0;2019.0;Weiß;4 (Grün);Automatik;1368.0;Kleinwagen;99.0;Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98;165.0;Abarth;595 Turismo;22490.0;Euro 6d-TEMP;3.0
opel-combo-d-1-4-klima-euro6-2x-schiebetueren-benzin-rot-1d4a31ef-84c1-419e-82b6-ef4c693fec8d;5.0;2018.0;Rot;4 (Grün);Schaltgetriebe;1368.0;Van/Kleinbus;66000.0;Benzin;95.0;Opel;Combo;8995.0;Euro 6;5.0
mercedes-benz-c-220-d-t-navi-einparkh-parkassist-klima-bluet-diesel-schwarz-e8997268-f083-46d8-a0a8-e04e553c8d13;5.0;2016.0;Schwarz;4 (Grün);Automatik;2143.0;Kombi;124633.0;Diesel (Rußpartikelfilter);170.0;Mercedes-Benz;C 220;19890.0;Euro 6;5.0
mercedes-benz-cla-200-sb-cdi-amg-line-orangeart-xenon-navi-pts-diesel-schwarz-b4904b0a-cf67-4a2b-82b0-21fa42ff5acb;5.0;2017.0;Schwarz;4 (Grün);Schaltgetriebe;2143.0;Kombi;98673.0;Diesel (Rußpartikelfilter);136.0;Mercedes-Benz;CLA 200;18990.0;Euro 6;5.0
mazda-cx-3-skyactiv-g-120-fwd-center-line-benzin-blau-cfcac0e1-052e-4692-8081-5c2e54ce29ef;5.0;2018.0;Blau;4 (Grün);Schaltgetriebe;1998.0;SUV/Geländewagen/Pickup;17959.0;Super 95 / Super E10 95;120.0;Mazda;CX-3;14950.0;Euro 6;5.0
mazda-cx-3-skyactiv-g-120-fwd-sports-line-benzin-308975c2-5a10-429a-ae48-12bfff5c1e7b;5.0;2015.0;;4 (Grün);Schaltgetriebe;1998.0;SUV/Geländewagen/Pickup;44980.0;Super 95 / Super E10 95;120.0;Mazda;CX-3;14950.0;Euro 6;5.0
volkswagen-passat-variant-2-0-tdi-dsg-highline-dynaudio-diesel-grau-e1d83c24-202e-4746-9f1c-8448fb33d989;5.0;2015.0;Grau;4 (Grün);Automatik;1968.0;Kombi;131545.0;Diesel (Rußpartikelfilter);150.0;Volkswagen;Passat Variant;15789.0;Euro 6;5.0
volkswagen-passat-variant-comfortline-bmt-start-stopp-3g5-1-hand-diesel-blau-c1b15c0e-617f-4aa9-b274-85a4fd1cc55f;5.0;2015.0;Blau;Keine;Schaltgetriebe;1968.0;Kombi;199800.0;Diesel;150.0;Volkswagen;Passat Variant;10900.0;Keine;5.0
smart-fortwo-benzin-silber-974651c8-632c-4bf9-bfd0-91c4f5b10d04;0.0;2008.0;Silber;Keine;Automatik;;Coupé;79500.0;Benzin;83.0;smart;forTwo;3099.0;Keine;0.0
ford-fiesta-benzin-blau-817c7fb3-312b-4ee4-92cd-c2eccc7091d9;0.0;1996.0;Blau;Keine;Schaltgetriebe;;Kleinwagen;120000.0;Benzin;60.0;Ford;Fiesta;200.0;Keine;0.0
suzuki-splash-1-2-16v-glx-klima-8-fach-bereift-92000km-benzin-silber-09d54232-e9e6-49c0-9f2b-e7f61652e23e;5.0;2009.0;Silber;4 (Grün);Schaltgetriebe;1242.0;Kombi;92000.0;Benzin;86.0;Suzuki;Splash;2595.0;Euro 4;5.0
mercedes-benz-b-200-b-klasse-bm-245-benzin-schwarz-e6397cc6-2eee-4064-b8c8-04b47a36c71f;5.0;2010.0;Schwarz;4 (Grün);Automatik;2034.0;Van/Kleinbus;117000.0;Normal/Benzin 91 / Super 95 / Super Plus 98 / Normal/Benzin E10 91;136.0;Mercedes-Benz;B 200;7200.0;Euro 5;5.0
audi-a3-2-0-tfsi-sportback-dsg-s-tronic-s-line-benzin-blau-8789d0e3-6db8-46c3-8e5e-5e248b1cf61b;5.0;2006.0;Blau;4 (Grün);Automatik;1984.0;Kombi;285000.0;Super 95;200.0;Audi;A3;3900.0;Euro 4;5.0
opel-astra-selection-sports-tourer-1-hand-euro-6-motorschaden-diesel-blau-25f54844-4804-46fc-99b9-de4688973d19;5.0;2014.0;Blau;Keine;Schaltgetriebe;1598.0;Kombi;198500.0;Diesel (Rußpartikelfilter);110.0;Opel;Astra;3990.0;Euro 6;5.0
volkswagen-caddy-kasten-2-0-tdi-basis-kr-klima-ahk-bluetoo-diesel-weiss-3d9516c2-b4d6-46fa-adcc-a29e322d6c8e;2.0;2017.0;Weiß;4 (Grün);Schaltgetriebe;1968.0;Transporter;67181.0;Diesel (Rußpartikelfilter);102.0;Volkswagen;Caddy;13479.0;Euro 6;3.0
volkswagen-golf-r32-4motion-dsg-benzin-blau-a31a9438-0ab5-49f4-8682-b56328426573;5.0;2007.0;Blau;Keine;Automatik;3189.0;Limousine;133960.0;Benzin;250.0;Volkswagen;Golf;8905.0;Euro 4;3.0
bmw-218-d-cabrio-navi-bi-xenon-kamera-drivingassist-diesel-schwarz-b6c48fc9-201c-47ec-931b-ec3f905c4df9;4.0;2016.0;Schwarz;4 (Grün);Schaltgetriebe;1995.0;Cabrio;62800.0;Diesel (Rußpartikelfilter);150.0;BMW;218;18990.0;Euro 6;2.0
bmw-218-ia-cabrio-leder-navi-led-sound-dab-keyless-benzin-weiss-ba551bf3-2a3e-49fe-bb05-e9c81ff7efab;4.0;2017.0;Weiß;4 (Grün);Automatik;1499.0;Cabrio;40500.0;Super E10 95 / Super 95;136.0;BMW;218;22980.0;Euro 6;2.0
mercedes-benz-cla-250-shooting-b-aut-amg-line-navi-leder-xenon-benzin-grau-06ae5dca-a9c0-4557-b619-0f81cf97c667;5.0;2015.0;Grau;4 (Grün);Automatik;1991.0;Kombi;43614.0;Super 95;211.0;Mercedes-Benz;CLA 250;23980.0;Keine;5.0
mercedes-benz-amg-gt-coupe-speedshift-7g-dct-benzin-schwarz-019328f5-19d5-41fe-a452-04df9c4c1032;2.0;2016.0;Schwarz;Keine;Automatik;3982.0;Coupé;69000.0;Benzin;462.0;Mercedes-Benz;AMG GT;70111.0;Euro 6;3.0
mercedes-benz-e-500-deutsches-auto-vollaussattung-benzin-schwarz-3dc5f207-bfd7-4d2d-9ba9-512755ef7dbf;5.0;1991.0;Schwarz;4 (Grün);Automatik;4973.0;Limousine;166800.0;Super Plus 98;326.0;Mercedes-Benz;E 500;43850.0;Euro 4;4.0
ford-mondeo-traveller-ghia-2-0-tdci-dpf-diesel-silber-c92117aa-9a80-0711-e053-0100007f6686;5.0;2007.0;Silber;Keine;Schaltgetriebe;1998.0;Kombi;240000.0;Diesel (Rußpartikelfilter);131.0;Ford;Mondeo;500.0;Euro 4;5.0
audi-a4-avant-2-0-tdi-s-tronic-sport-panod-acc-spur-diesel-schwarz-109efc8c-02b6-44eb-8290-7fa8e772de23;5.0;2017.0;Schwarz;4 (Grün);Automatik;1968.0;Kombi;124900.0;Diesel (Rußpartikelfilter);150.0;Audi;A4;17900.0;Euro 6;4.0
opel-insignia-2-0-cdti-sports-tourer-automatik-diesel-braun-cf5217aa-dfd0-cd29-e053-0100007fcc48;5.0;2013.0;Braun;Keine;Automatik;1956.0;Kombi;150000.0;Diesel (Rußpartikelfilter);160.0;Opel;Insignia;10000.0;Euro 5;5.0
bmw-118-baureihe-1-lim-118d-m-paket-navi-xenon-pdc-top-diesel-grau-b139cf92-dc2c-47da-8ef3-ebfdd19688c6;5.0;2011.0;Grau;4 (Grün);Automatik;1995.0;Limousine;134000.0;Diesel (Rußpartikelfilter);143.0;BMW;118;8999.0;Euro 5;4.0
porsche-911-gt2-rs-coupe-benzin-silber-da8b17aa-0717-7a47-e053-0100007f1a1d;0.0;2018.0;Silber;Keine;;;Coupé;2449.0;Benzin;700.0;Porsche;911;269500.0;Keine;0.0
jeep-compass-1-4-multiair-limited-benzin-schwarz-5219d773-7d3c-45a8-8c6c-ec8f71cd8bcb;5.0;2018.0;Schwarz;4 (Grün);Schaltgetriebe;1368.0;SUV/Geländewagen/Pickup;34000.0;Super 95;140.0;Jeep;Compass;23900.0;Euro 6;5.0
mazda-cx-5-skyactiv-d-150-fwd-110-kw-150-ps-exclusive-line-diesel-grau-87a4d6c8-3518-46e7-bfb9-ad95707d1925;5.0;2016.0;Grau;4 (Grün);Schaltgetriebe;2191.0;SUV/Geländewagen/Pickup;47469.0;Diesel (Rußpartikelfilter);150.0;Mazda;CX-5;17490.0;Euro 6;5.0
opel-corsa-1-0-12v-benzin-schwarz-cc9a17aa-300e-a44c-e053-0100007f1535;5.0;2009.0;Schwarz;Keine;Schaltgetriebe;998.0;Limousine;142300.0;Benzin;60.0;Opel;Corsa;1990.0;Euro 4;3.0
mazda-cx-5-skyactiv-g-192-skyactiv-drive-awd-141-kw-192-ps-benzin-grau-1a42fc13-6355-4e7c-ad6d-b4d71b648b1f;0.0;2016.0;Grau;4 (Grün);Automatik;2488.0;SUV/Geländewagen/Pickup;34013.0;Super 95;192.0;Mazda;CX-5;22900.0;Euro 6;0.0
skoda-karoq-1-5-tsi-sportline-led-navi-acc-kamera-dab-benzin-grau-b66febb5-b872-4191-8308-c2a55c3f8114;5.0;2020.0;Grau;4 (Grün);Schaltgetriebe;1498.0;SUV/Geländewagen/Pickup;400.0;Super 95 (Rußpartikelfilter);150.0;Skoda;Karoq;26985.0;Euro 6d-TEMP;5.0
skoda-roomster-1-4-mpi-comfort-plus-edition-benzin-braun-42c05b0c-1f40-4340-997e-613f894a11ed;5.0;2011.0;Braun;4 (Grün);Schaltgetriebe;1390.0;Kombi;93931.0;Normal/Benzin 91 / Normal/Benzin E10 91;86.0;Skoda;Roomster;6490.0;Euro 5;5.0
skoda-kamiq-1-5-tsi-dsg-style-led-kamera-5j-garantie-benzin-blau-c449962a-b109-4346-8e6d-2e456f403324;5.0;;Blau;4 (Grün);Automatik;1498.0;SUV/Geländewagen/Pickup;10.0;Super 95 (Rußpartikelfilter);150.0;Skoda;Kamiq;23900.0;Euro 6d-TEMP;4.0
opel-astra-gtc-1-4-turbo-automatik-navi-sitzheizung-climatron-benzin-schwarz-ecbb1ca2-78c9-40e6-8931-730b9c583d4a;5.0;2013.0;Schwarz;4 (Grün);Automatik;1364.0;Limousine;56990.0;Super 95 / Super Plus 98;140.0;Opel;Astra;10890.0;Euro 5;3.0
volkswagen-touareg-3-0-v6-tdi-2x-r-line-panorama-luftf-navi-xenon-ser-diesel-schwarz-de6c5f38-9d96-4fa5-bb31-ca7893db6ff2;5.0;2017.0;Schwarz;4 (Grün);Automatik;2967.0;SUV/Geländewagen/Pickup;47000.0;Diesel (Rußpartikelfilter);204.0;Volkswagen;Touareg;34890.0;Euro 6;5.0
mercedes-benz-c-300-amg-line-led-navi-ahk-shz-18-lm-rfk-9g-benzin-schwarz-9adbdc75-103f-4398-bf4e-76418ab84329;5.0;2019.0;Schwarz;4 (Grün);Automatik;1991.0;Limousine;15139.0;Super 95;258.0;Mercedes-Benz;C 300;36450.0;Euro 6d-TEMP;4.0
mercedes-benz-b-220-d-amg-line-volldigital-mbux-led-pano-sd-diesel-weiss-e29698ec-4dc8-4efd-9a64-0eb0e2ccc937;5.0;2019.0;Weiß;4 (Grün);Automatik;1950.0;Van/Kleinbus;8619.0;Diesel (Rußpartikelfilter);190.0;Mercedes-Benz;B 220;34890.0;Keine;5.0
mercedes-benz-cla-35-amg-4matic-shooting-brake-night-pano-sd-benzin-weiss-c58557e4-18dd-42d3-9b42-7c088903b6f7;5.0;2019.0;Weiß;4 (Grün);Automatik;1991.0;Kombi;9376.0;Super 95;306.0;Mercedes-Benz;CLA 35 AMG;49890.0;Keine;5.0
mercedes-benz-cla-200-coupe-amg-line-night-led-rcam-navi-shz-benzin-grau-13040447-d1f4-42ad-9b9b-b598faf5b11d;5.0;2017.0;Grau;4 (Grün);Automatik;1595.0;Coupé;15777.0;Super 95;156.0;Mercedes-Benz;CLA 200;26980.0;Keine;4.0
ford-tourneo-connect-transit-connect-kasten-benzin-benzin-weiss-c917aa36-6322-42e8-84ab-191182e36096;2.0;2019.0;Weiß;4 (Grün);Schaltgetriebe;998.0;Transporter;5000.0;Super E10 95;101.0;Ford;Tourneo Connect;15900.0;Euro 6d-TEMP;3.0
opel-corsa-1-3-cdti-paket-alufelgen-top-tuev10-2021-diesel-silber-5a207361-5829-49a6-86cb-9cf42fdf033d;5.0;2004.0;Silber;4 (Grün);Schaltgetriebe;1248.0;Limousine;365000.0;Diesel;69.0;Opel;Corsa;700.0;Euro 4;3.0
volkswagen-touran-2-0-tdi-bmt-highline-klima-led-navi-alu-diesel-schwarz-25aeb018-c532-4741-8663-a1aa76ce6101;7.0;2015.0;Schwarz;4 (Grün);Schaltgetriebe;1968.0;Van/Kleinbus;51850.0;Diesel (Rußpartikelfilter);150.0;Volkswagen;Touran;18729.0;Euro 6;5.0
volkswagen-beetle-lim-klimaautom-navi-pdc-sitzh-8-fach-bereift-benzin-schwarz-5d70581d-9a50-4e49-9e31-c25f49847336;0.0;2012.0;Schwarz;4 (Grün);Schaltgetriebe;1197.0;Limousine;115200.0;Super 95;105.0;Volkswagen;Beetle;6950.0;Euro 5;2.0
ac-others-benzin-rot-68dbce45-feb5-4810-9c49-3ddb70c62d53;0.0;2004.0;Rot;Keine;Schaltgetriebe;;Sonstige;8335.0;Benzin;14.0;AC;;950.0;Keine;0.0
opel-corsa-f-edition-benzin-rot-39dc6e1e-52e5-40bd-a2c5-d982d4fdd984;0.0;2020.0;Rot;Keine;Schaltgetriebe;1199.0;Limousine;1500.0;Super 95 (Rußpartikelfilter);101.0;Opel;Corsa;18779.0;Keine;5.0
volkswagen-golf-gti-performance-2-0tsi-dsg-19-pano-benzin-schwarz-c067a747-2b60-4f0f-8d9f-1c6f9a75fa24;5.0;2016.0;Schwarz;4 (Grün);Automatik;1984.0;Limousine;49400.0;Super 95;230.0;Volkswagen;Golf GTI;21880.0;Euro 6;5.0
jeep-renegade-2-0-multijet-active-drive-low-automatik-trailhawk-diesel-weiss-44ee2d3f-e6b2-42bc-ba51-8ae002a81bef;5.0;2020.0;Weiß;4 (Grün);Automatik;1956.0;SUV/Geländewagen/Pickup;21.0;Diesel (Rußpartikelfilter);170.0;Jeep;Renegade;27890.0;Euro 6d-TEMP;5.0
bmw-218-cabrio-218i-cabrio-m-sport-benzin-weiss-d3cf09b7-61f3-4311-b331-515f93ddd76b;4.0;2018.0;Weiß;4 (Grün);Schaltgetriebe;1499.0;Cabrio;37500.0;Super 95;136.0;BMW;218;26490.0;Euro 6;2.0
